address,labels,cls
DATA/audio_X1623314576495578432,[0.63618282 0.4882876 ],1
DATA/audio_X1623314576689489152,[0.64848322 0.48315708],1
DATA/audio_X1623314576880739840,[0.63012983 0.48803229],1
DATA/audio_X1623314577071496256,[0.63298869 0.47820135],1
DATA/audio_X1623314577264665504,[0.64631534 0.48945671],1
DATA/audio_X1623314577459709632,[0.6267707 0.4807527],1
DATA/audio_X1623314577653638336,[0.63287135 0.47509975],1
DATA/audio_X1623314577840039424,[0.63309429 0.46524435],1
DATA/audio_X1623314578032287648,[0.63523432 0.51636878],1
DATA/audio_X1623314578224936448,[0.65967634 0.52136867],1
DATA/audio_X1623314578415310208,[0.63941281 0.50338946],1
DATA/audio_X1623314578801317792,[0.64519149 0.41494228],1
DATA/audio_X1623314578992267808,[0.65459795 0.38213107],1
DATA/audio_X1623314579186307808,[0.63869025 0.36298772],1
DATA/audio_X1623314579375695104,[0.6073464  0.35837693],1
DATA/audio_X1623314579568649600,[0.57857893 0.35020162],1
DATA/audio_X1623314579761349280,[0.55920201 0.36315797],1
DATA/audio_X1623314579953173184,[0.56021667 0.35053976],1
DATA/audio_X1623314580144076640,[0.55824027 0.35986397],1
DATA/audio_X1623314580336769120,[0.52216034 0.33639592],1
DATA/audio_X1623314580528363840,[0.48480297 0.31131702],1
DATA/audio_X1623314580910602656,[0.42325006 0.34302132],1
DATA/audio_X1623314581297942752,[0.36424023 0.335206  ],1
DATA/audio_X1623314581488758976,[0.32172748 0.33942369],1
DATA/audio_X1623314581681996448,[0.27762091 0.3724777 ],1
DATA/audio_X1623314581872913824,[0.25378549 0.37296907],1
DATA/audio_X1623314582063532544,[0.21834208 0.38953456],1
DATA/audio_X1623314582292950368,[0.20829171 0.40604989],1
DATA/audio_X1623314582447028384,[0.1853487  0.42006532],1
DATA/audio_X1623314582638694880,[0.18534135 0.43810079],1
DATA/audio_X1623314582831382592,[0.14627893 0.42562519],1
DATA/audio_X1623314583216401376,[0.14926218 0.41585911],1
DATA/audio_X1623314583408884064,[0.12587839 0.43289457],1
DATA/audio_X1623314583600855712,[0.10442784 0.42282552],1
DATA/audio_X1623314583791240256,[0.08528263 0.41854375],1
DATA/audio_X1623314583984753280,[0.05243434 0.40660968],1
DATA/audio_X1623314584177001504,[0.02666089 0.40657397],1
DATA/audio_X1623314584367574560,[-0.00950227  0.38268225],1
DATA/audio_X1623314584562232224,[-0.04083722  0.36984587],1
DATA/audio_X1623314585136099712,[-0.09888402  0.36241488],1
DATA/audio_X1623314585327228928,[-0.10344853  0.34739057],1
DATA/audio_X1623314585519576320,[-0.11698893  0.35625484],1
DATA/audio_X1623314585711374432,[-0.11926709  0.3563303 ],1
DATA/audio_X1623314585907017408,[-0.12735422  0.35414328],1
DATA/audio_X1623314586096341152,[-0.15390339  0.39229705],1
DATA/audio_X1623314586287916480,[-0.16874325  0.41440112],1
DATA/audio_X1623314586484438048,[-0.15265295  0.46663137],1
DATA/audio_X1623314586864728736,[-0.20208353  0.45792512],1
DATA/audio_X1623314587057336736,[-0.20222231  0.49140773],1
DATA/audio_X1623314587247721536,[-0.24522206  0.49676969],1
DATA/audio_X1623314587439734368,[-0.22235035  0.52470558],1
DATA/audio_X1623314587631923296,[-0.21836092  0.55275039],1
DATA/audio_X1623314587824506304,[-0.25404636  0.54996589],1
DATA/audio_X1623314588015399520,[-0.26888423  0.5542403 ],1
DATA/audio_X1623314588209134048,[-0.29209257  0.55598741],1
DATA/audio_X1623314588400281376,[-0.31785239  0.56352434],1
DATA/audio_X1623314588593568416,[-0.31941738  0.56391719],1
DATA/audio_X1623314588784718272,[-0.2785109   0.58009435],1
DATA/audio_X1623314588976540608,[-0.2547547  0.5932181],1
DATA/audio_X1623314589168880576,[-0.24687753  0.6076085 ],1
DATA/audio_X1623314589554974496,[-0.16054098  0.61468851],1
DATA/audio_X1623314589745538912,[-0.12442031  0.64473637],1
DATA/audio_X1623314589935987520,[-0.09224309  0.65034933],1
DATA/audio_X1623314590129515616,[-0.07437116  0.67098776],1
DATA/audio_X1623314590319924032,[-0.07111075  0.68575105],1
DATA/audio_X1623314590511155616,[-0.04861229  0.62140192],1
DATA/audio_X1623314590704743936,[-0.05623981  0.6380287 ],1
DATA/audio_X1623314590896824448,[-0.07729248  0.62754473],1
DATA/audio_X1623314591089394976,[-0.08615477  0.64395384],1
DATA/audio_X1623314591281615072,[-0.12010059  0.66176642],1
DATA/audio_X1623314591471180576,[-0.07981837  0.65040315],1
DATA/audio_X1623314591664868704,[-0.05327466  0.66693961],1
DATA/audio_X1623314591860047232,[-0.02533543  0.67907427],1
DATA/audio_X1623314592048613504,[0.00068246 0.68041979],1
DATA/audio_X1623314592241674784,[0.05735826 0.6710873 ],1
DATA/audio_X1623314592432800064,[0.08097627 0.68374034],1
DATA/audio_X1623314592627014784,[0.11890234 0.65752612],1
DATA/audio_X1623314592817345728,[0.16514687 0.65921072],1
DATA/audio_X1623314593009406432,[0.23236921 0.6379391 ],1
DATA/audio_X1623314593200591808,[0.29745663 0.6093357 ],1
DATA/audio_X1623314593394178432,[0.30644925 0.57318949],1
DATA/audio_X1623314593585447136,[0.36501545 0.55321896],1
DATA/audio_X1623314593776860832,[0.41167562 0.52723876],1
DATA/audio_X1623314593971027168,[0.44003947 0.48529475],1
DATA/audio_X1623314594162539552,[0.43799938 0.43806181],1
DATA/audio_X1623314594544902176,[0.46824531 0.35773647],1
DATA/audio_X1623314594737912992,[0.45646729 0.34388978],1
DATA/audio_X1623314594929072992,[0.41835035 0.31935369],1
DATA/audio_X1623314595121194176,[0.43158875 0.31014542],1
DATA/audio_X1623314595311954784,[0.44517064 0.30053051],1
DATA/audio_X1623314595504821568,[0.44348968 0.22175116],1
DATA/audio_X1623314595697281504,[0.36985137 0.22450969],1
DATA/audio_X1623314595888851008,[0.37638608 0.2202824 ],1
DATA/audio_X1623314596083201344,[0.35677862 0.23572658],1
DATA/audio_X1623314596275491648,[0.35034568 0.23685676],1
DATA/audio_X1623314596465834656,[0.32134022 0.2246897 ],1
DATA/audio_X1623314596660739136,[0.29344512 0.21462954],1
DATA/audio_X1623314596852135424,[0.27906224 0.21981412],1
DATA/audio_X1623314597043547552,[0.24895901 0.22698288],1
DATA/audio_X1623314597235188512,[0.23251972 0.21670896],1
DATA/audio_X1623314597427330400,[0.20786507 0.22198708],1
DATA/audio_X1623314597618886528,[0.2021867  0.21567437],1
DATA/audio_X1623314597812733824,[0.1656773  0.20904386],1
DATA/audio_X1623314598194627968,[0.13298385 0.21433718],1
DATA/audio_X1623314598388656512,[0.11858609 0.22877655],1
DATA/audio_X1623314598773251264,[0.06799252 0.2210431 ],1
DATA/audio_X1623314598966097216,[0.05396364 0.20765234],1
DATA/audio_X1623314599158627968,[0.04730822 0.20675602],1
DATA/audio_X1623314599364751968,[0.00318397 0.17337363],1
DATA/audio_X1623314599542093824,[-0.07741405  0.16395248],1
DATA/audio_X1623314599925087040,[-0.06546711  0.18377377],1
DATA/audio_X1623314600115028960,[-0.10859313  0.20299611],1
DATA/audio_X1623314600308749824,[-0.10726781  0.21418395],1
DATA/audio_X1623314600499865248,[-0.13765684  0.17736672],1
DATA/audio_X1623314600693909856,[-0.17201942  0.19756454],1
DATA/audio_X1623314600886125024,[-0.21320771  0.19695807],1
DATA/audio_X1623314601267907296,[-0.2854809   0.21562613],1
DATA/audio_X1623314601460314656,[-0.31788251  0.19397572],1
DATA/audio_X1623314601655978496,[-0.37040513  0.22788296],1
DATA/audio_X1623314601843150528,[-0.36843894  0.20351622],1
DATA/audio_X1623314602039202912,[-0.42048077  0.14332757],1
DATA/audio_X1623314602229780736,[-0.4176957   0.15550506],1
DATA/audio_X1623314602418939360,[-0.42768668  0.17455805],1
DATA/audio_X1623314602611162688,[-0.46693282  0.22004958],1
DATA/audio_X1623314602804257280,[-0.4870134   0.22630056],1
DATA/audio_X1623314602996323008,[-0.50417233  0.19411445],1
DATA/audio_X1623314603187449280,[-0.5486095  0.1736386],1
DATA/audio_X1623314603380811424,[-0.55167575  0.18237629],1
DATA/audio_X1623314603574712096,[-0.55591849  0.17602619],1
DATA/audio_X1623314603766772832,[-0.5869126  0.1252736],1
DATA/audio_X1623314603957835968,[-0.58022011  0.1292156 ],1
DATA/audio_X1623314604147745344,[-0.60406508  0.17419521],1
DATA/audio_X1623314604340101312,[-0.62926707  0.12686118],1
DATA/audio_X1623314604532289920,[-0.65390016  0.19476523],1
DATA/audio_X1623314604722658368,[-0.63817388  0.2697819 ],1
DATA/audio_X1623314604915337440,[-0.66545188  0.34291613],1
DATA/audio_X1623314605107812224,[-0.66498963  0.36743569],1
DATA/audio_X1623314605300082848,[-0.63583875  0.43168577],1
DATA/audio_X1623314605491483712,[-0.6150141   0.49243286],1
DATA/audio_X1623314605686888000,[-0.5444842   0.56676429],1
DATA/audio_X1623314605877656192,[-0.47215075  0.62126979],1
DATA/audio_X1623314606068136000,[-0.34580789  0.66462585],1
DATA/audio_X1623314606261818880,[-0.25863214  0.67932025],1
DATA/audio_X1623314606452501024,[-0.15821536  0.66776277],1
DATA/audio_X1623314606643996704,[-0.12328342  0.69459039],1
DATA/audio_X1623314606836880992,[-0.02589351  0.72540724],1
DATA/audio_X1623314607219850592,[-0.00263069  0.71105747],1
DATA/audio_X1623314607602562144,[0.11149101 0.72305588],1
DATA/audio_X1623314607864479808,[0.13417983 0.68086753],1
DATA/audio_X1623314607987391392,[0.12033618 0.70724571],1
DATA/audio_X1623314608184616864,[0.14779149 0.6946541 ],1
DATA/audio_X1623314608374114208,[0.10854408 0.71340538],1
DATA/audio_X1623314608567252864,[0.05718146 0.72861517],1
DATA/audio_X1623314608756734016,[0.04622607 0.75094062],1
DATA/audio_X1623314608947314048,[0.00267041 0.73052549],1
DATA/audio_X1623314609141521056,[0.00188908 0.72456709],1
DATA/audio_X1623314609332577728,[-0.03909291  0.70055232],1
DATA/audio_X1623314609525741056,[-0.06045771  0.70158354],1
DATA/audio_X1623314609717132960,[-0.06146671  0.70304081],1
DATA/audio_X1623314609907883328,[-0.11929858  0.7047015 ],1
DATA/audio_X1623314610291210624,[-0.15809866  0.72446886],1
DATA/audio_X1623314610678164928,[-0.21686757  0.70216116],1
DATA/audio_X1623314610867936192,[-0.23257791  0.70274515],1
DATA/audio_X1623314611257038336,[-0.2155221   0.80546673],1
DATA/audio_X1623314611443772544,[-0.14864747  0.80179419],1
DATA/audio_X1623314611636703392,[-0.0612491   0.80512553],1
DATA/audio_X1623314611829520832,[0.01289838 0.78917156],1
DATA/audio_X1623314612019661472,[0.08555059 0.77244028],1
DATA/audio_X1623314612211246048,[0.14192101 0.76371318],1
DATA/audio_X1623314612404487104,[0.23957397 0.762067  ],1
DATA/audio_X1623314612597008800,[0.33519838 0.75984252],1
DATA/audio_X1623314612787493440,[0.40979426 0.71613023],1
DATA/audio_X1623314612980284768,[0.48214096 0.71874319],1
DATA/audio_X1623314613173176128,[0.53755087 0.68212848],1
DATA/audio_X1623314613365382752,[0.58779174 0.6187997 ],1
DATA/audio_X1623314613558627520,[0.63463413 0.53461935],1
DATA/audio_X1623314613748719008,[0.64043381 0.45932813],1
DATA/audio_X1623314613939578496,[0.65364531 0.42018189],1
DATA/audio_X1623314614131701824,[0.64282576 0.35836575],1
DATA/audio_X1623314614323789472,[0.64591954 0.342789  ],1
DATA/audio_X1623314614516016896,[0.63931033 0.29435894],1
DATA/audio_X1623314614707317088,[0.64199469 0.27059635],1
DATA/audio_X1623314614900271968,[0.6315381  0.24408413],1
DATA/audio_X1623314615092266944,[0.62145126 0.23226634],1
DATA/audio_X1623314615284723616,[0.58380396 0.1981612 ],1
DATA/audio_X1623314615479085088,[0.54890564 0.17072009],1
DATA/audio_X1623314615669204480,[0.51414894 0.18070361],1
DATA/audio_X1623314615861777184,[0.470034   0.19155218],1
DATA/audio_X1623314616472769312,[0.36785334 0.19456148],1
DATA/audio_X1623314616628827296,[0.35910531 0.19828124],1
DATA/audio_X1623314616818360096,[0.34048379 0.20655605],1
DATA/audio_X1623314617011842912,[0.33211773 0.23551963],1
DATA/audio_X1623314617205602752,[0.30984905 0.211945  ],1
DATA/audio_X1623314617391478112,[0.29986717 0.22078199],1
DATA/audio_X1623314617590725216,[0.27088197 0.21454566],1
DATA/audio_X1623314617779909728,[0.23252482 0.19224101],1
DATA/audio_X1623314617974142048,[0.23313415 0.19912025],1
DATA/audio_X1623314618164402528,[0.21272433 0.19309543],1
DATA/audio_X1623314618356764864,[0.18724434 0.19015329],1
DATA/audio_X1623314618548002176,[0.15644471 0.17371682],1
DATA/audio_X1623314618930733536,[0.12811002 0.16971029],1
DATA/audio_X1623314619123839456,[0.11724207 0.16230276],1
DATA/audio_X1623314619315312640,[0.11747656 0.1756522 ],1
DATA/audio_X1623314619507358464,[0.06120343 0.16805017],1
DATA/audio_X1623314619701922560,[0.02915808 0.15633324],1
DATA/audio_X1623314619892340864,[0.00465982 0.16166575],1
DATA/audio_X1623314620085812832,[-0.03767968  0.15072877],1
DATA/audio_X1623314620277186784,[-0.05326541  0.14541676],1
DATA/audio_X1623314620470334016,[-0.06183578  0.14788866],1
DATA/audio_X1623314620661380352,[-0.07400722  0.12287546],1
DATA/audio_X1623314620852375264,[-0.08757035  0.12480512],1
DATA/audio_X1623314621043341888,[-0.11747936  0.12476873],1
DATA/audio_X1623314621618799968,[-0.14238731  0.15166649],1
DATA/audio_X1623314621810813312,[-0.17104247  0.13884206],1
DATA/audio_X1623314622005577280,[-0.1956596   0.13462748],1
DATA/audio_X1623314622196740416,[-0.18741679  0.14315355],1
DATA/audio_X1623314622386404320,[-0.20718017  0.15310538],1
DATA/audio_X1623314622580655296,[-0.26763186  0.15959493],1
DATA/audio_X1623314622772405472,[-0.28237496  0.15367023],1
DATA/audio_X1623314622964841440,[-0.32362853  0.14211823],1
DATA/audio_X1623314623158208000,[-0.34197436  0.14215889],1
DATA/audio_X1623314623346366720,[-0.34785929  0.16326181],1
DATA/audio_X1623314623539880864,[-0.3668383   0.16899489],1
DATA/audio_X1623314623730936928,[-0.38124078  0.16846122],1
DATA/audio_X1623314623925540512,[-0.40363502  0.17339172],1
DATA/audio_X1623314624116885792,[-0.4331069   0.17875682],1
DATA/audio_X1623314624307854592,[-0.44834148  0.15511918],1
DATA/audio_X1623314624498567008,[-0.47543479  0.129013  ],1
DATA/audio_X1623314624692714176,[-0.49073399  0.09357944],1
DATA/audio_X1623314624920865728,[-0.53864226  0.03778373],1
DATA/audio_X1623314625076565024,[-0.55516258 -0.02569265],1
DATA/audio_X1623314625269754752,[-0.57637287 -0.06181994],1
DATA/audio_X1623314625461115392,[-0.55443331 -0.13611656],1
DATA/audio_X1623314625653755136,[-0.55360161 -0.21533502],1
DATA/audio_X1623314625844641152,[-0.53589567 -0.27101321],1
DATA/audio_X1623314626035865920,[-0.49142475 -0.31974651],1
DATA/audio_X1623314626226862432,[-0.45656258 -0.354     ],1
DATA/audio_X1623314626423047840,[-0.44928767 -0.35897295],1
DATA/audio_X1623314626610887296,[-0.44694037 -0.37083373],1
DATA/audio_X1623314626807979200,[-0.44800804 -0.44884924],1
DATA/audio_X1623314626995134080,[-0.4107894  -0.53483125],1
DATA/audio_X1623314627380832640,[-0.3585346  -0.61639881],1
DATA/audio_X1623314627575829248,[-0.33661728 -0.66408699],1
DATA/audio_X1623314627765695072,[-0.27385512 -0.65021799],1
DATA/audio_X1623314627959917376,[-0.23680255 -0.63413384],1
DATA/audio_X1623314628339127840,[-0.17077081 -0.71621227],1
DATA/audio_X1623314628531408960,[-0.15909513 -0.76127384],1
DATA/audio_X1623314628724332480,[-0.12759979 -0.79321668],1
DATA/audio_X1623314629300680416,[-0.10065676 -0.82512165],1
DATA/audio_X1623314629491603776,[-0.08360462 -0.83263813],1
DATA/audio_X1623314629687254752,[-0.04903121 -0.84164477],1
DATA/audio_X1623314630067026112,[-0.0345913  -0.85038028],1
DATA/audio_X1623314630261801440,[-0.036911   -0.84356948],1
DATA/audio_X1623314630452873120,[-0.03835098 -0.80554003],1
DATA/audio_X1623314630646089056,[-0.03059905 -0.76439573],1
DATA/audio_X1623314631028248384,[-0.01289843 -0.74523795],1
DATA/audio_X1623314631219174688,[-0.00927839 -0.76337097],1
DATA/audio_X1623314631413501984,[-0.00671166 -0.7860309 ],1
DATA/audio_X1623314631603438976,[-0.02623175 -0.78989634],1
DATA/audio_X1623314631795681312,[-0.03684511 -0.78280932],1
DATA/audio_X1623314631988393984,[ 0.01065292 -0.79078819],1
DATA/audio_X1623314632181808192,[ 0.06631186 -0.78856157],1
DATA/audio_X1623314632373232864,[ 0.1475982  -0.78669544],1
DATA/audio_X1623314632564502240,[ 0.19020918 -0.76257196],1
DATA/audio_X1623314632760702080,[ 0.24548325 -0.75958236],1
DATA/audio_X1623314633142091104,[ 0.37157288 -0.68521928],1
DATA/audio_X1623314633332279936,[ 0.42705454 -0.65052287],1
DATA/audio_X1623314633540932960,[ 0.50006689 -0.58878893],1
DATA/audio_X1623314633715238976,[ 0.54910818 -0.52128334],1
DATA/audio_X1623314633907965664,[ 0.59231401 -0.46686119],1
DATA/audio_X1623314634099796672,[ 0.60357158 -0.39967759],1
DATA/audio_X1623314634291803872,[ 0.58383289 -0.39391704],1
DATA/audio_X1623314634485732736,[ 0.58408683 -0.38827975],1
DATA/audio_X1623314634676959616,[ 0.55456308 -0.38538296],1
DATA/audio_X1623314634869726944,[ 0.57639598 -0.36276907],1
DATA/audio_X1623314635060337056,[ 0.50577441 -0.3510861 ],1
DATA/audio_X1623314635251865376,[ 0.51151914 -0.33059851],1
DATA/audio_X1623314635445301632,[ 0.48821054 -0.33916001],1
DATA/audio_X1623314635637336512,[ 0.47596656 -0.32917873],1
DATA/audio_X1623314635828592832,[ 0.40648374 -0.31516561],1
DATA/audio_X1623314636019150144,[ 0.39128131 -0.34340492],1
DATA/audio_X1623314636211010048,[ 0.33984674 -0.35194147],1
DATA/audio_X1623314636403716992,[ 0.27515174 -0.40267406],1
DATA/audio_X1623314636788837376,[ 0.1690761  -0.44883925],1
DATA/audio_X1623314636984488992,[ 0.09615169 -0.44923616],1
DATA/audio_X1623314637173452576,[ 0.08305883 -0.46090671],1
DATA/audio_X1623314637366468864,[ 0.06250639 -0.45575096],1
DATA/audio_X1623314637559270016,[ 0.04540186 -0.44289577],1
DATA/audio_X1623314637748568256,[ 0.03145867 -0.41508384],1
DATA/audio_X1623314637939818048,[ 0.01202075 -0.41586572],1
DATA/audio_X1623314638131808800,[ 0.00453437 -0.41368255],1
DATA/audio_X1623314638324120224,[-0.00936966 -0.43282353],1
DATA/audio_X1623314638514747840,[-0.02101585 -0.43458699],1
DATA/audio_X1623314638708372128,[-0.00559871 -0.4384579 ],1
DATA/audio_X1623314639093257600,[-0.03856178 -0.43616959],1
DATA/audio_X1623314639286794688,[-0.06066993 -0.44927582],1
DATA/audio_X1623314639477780288,[-0.11890066 -0.47153256],1
DATA/audio_X1623314639668989568,[-0.15254872 -0.45325115],1
DATA/audio_X1623314639865226592,[-0.17378151 -0.46233428],1
DATA/audio_X1623314640055963872,[-0.1792002  -0.47326746],1
DATA/audio_X1623314640245815488,[-0.21202147 -0.49375206],1
DATA/audio_X1623314640438622688,[-0.22827196 -0.49001273],1
DATA/audio_X1623314640630694880,[-0.26300122 -0.4726724 ],1
DATA/audio_X1623314640824348672,[-0.32191764 -0.45503243],1
DATA/audio_X1623314641013554624,[-0.32720856 -0.48077808],1
DATA/audio_X1623314641207704128,[-0.33884496 -0.55466759],1
DATA/audio_X1623314641397851456,[-0.34942046 -0.55428093],1
DATA/audio_X1623314641591222720,[-0.36367326 -0.59885388],1
DATA/audio_X1623314641784041984,[-0.39395173 -0.59904176],1
DATA/audio_X1623314642038746048,[-0.40411927 -0.58903594],1
DATA/audio_X1623314642166702016,[-0.41515792 -0.5742244 ],1
DATA/audio_X1623314642362169888,[-0.43265027 -0.55348538],1
DATA/audio_X1623314642743511904,[-0.47151283 -0.52342339],1
DATA/audio_X1623314642935332224,[-0.46253481 -0.52368245],1
DATA/audio_X1623314643125933600,[-0.44150902 -0.55151699],1
DATA/audio_X1623314643319530144,[-0.41677979 -0.59198787],1
DATA/audio_X1623314643510999168,[-0.46977826 -0.57527353],1
DATA/audio_X1623314643702083456,[-0.48427772 -0.59145619],1
DATA/audio_X1623314643896250240,[-0.54357442 -0.68323387],1
DATA/audio_X1623314644087878272,[-0.50091055 -0.71267562],1
DATA/audio_X1623314644279996576,[-0.44666635 -0.76394454],1
DATA/audio_X1623314644471992160,[-0.39283563 -0.84567696],1
DATA/audio_X1623314644663307968,[-0.3323493  -0.86469511],1
DATA/audio_X1623314644855529632,[-0.24074549 -0.91026788],1
DATA/audio_X1623314645048955264,[-0.14702461 -0.92233788],1
DATA/audio_X1623314645240236096,[-0.07111672 -0.91958739],1
DATA/audio_X1623314645431308672,[-0.00111245 -0.90057229],1
DATA/audio_X1623314645623350912,[ 0.04373976 -0.87539345],1
DATA/audio_X1623314645820433472,[ 0.0936036  -0.84579579],1
DATA/audio_X1623314646006250720,[ 0.12997759 -0.8048745 ],1
DATA/audio_X1623314646200302688,[ 0.16159852 -0.74679732],1
DATA/audio_X1623314646390878144,[ 0.17951451 -0.73747441],1
DATA/audio_X1623314646585011488,[ 0.17883743 -0.75223811],1
DATA/audio_X1623314646775830016,[ 0.16089294 -0.71697202],1
DATA/audio_X1623314646968067680,[ 0.14743039 -0.73714523],1
DATA/audio_X1623314647158521760,[ 0.11677563 -0.74698864],1
DATA/audio_X1623314647351713280,[ 0.08624473 -0.74032585],1
DATA/audio_X1623314647543502656,[ 0.06945506 -0.72468414],1
DATA/audio_X1623314647735216096,[ 0.0282132 -0.7591842],1
DATA/audio_X1623314647927779872,[ 0.01062792 -0.82893043],1
DATA/audio_X1623314648118629504,[-7.67429359e-06 -8.20640386e-01],1
DATA/audio_X1623314648310254720,[-0.02119652 -0.83629969],1
DATA/audio_X1623314648502374432,[-0.03222414 -0.83835947],1
DATA/audio_X1623314648888611392,[-0.05242611 -0.85405726],1
DATA/audio_X1623314649079358592,[-0.0645129  -0.86241717],1
DATA/audio_X1623314649270328576,[-0.03454606 -0.85492214],1
DATA/audio_X1623314649463713376,[ 0.01864972 -0.83971848],1
DATA/audio_X1623314649657494592,[ 0.06020767 -0.8156218 ],1
DATA/audio_X1623314649849129632,[ 0.09148979 -0.78988763],1
DATA/audio_X1623314650038424640,[ 0.12835942 -0.78326704],1
DATA/audio_X1623314650231143616,[ 0.161275   -0.75522291],1
DATA/audio_X1623314650423939488,[ 0.17741737 -0.74508558],1
DATA/audio_X1623314650653011104,[ 0.25294924 -0.76529989],1
DATA/audio_X1623314650808326752,[ 0.31229085 -0.72375738],1
DATA/audio_X1623314650999246304,[ 0.35554729 -0.66523666],1
DATA/audio_X1623314651191473088,[ 0.4353302  -0.68890161],1
DATA/audio_X1623314651384344384,[ 0.46413358 -0.66463139],1
DATA/audio_X1623314651576863776,[ 0.5072753  -0.63095926],1
DATA/audio_X1623314651767172096,[ 0.53338924 -0.5879466 ],1
DATA/audio_X1623314651961276992,[ 0.57592682 -0.48765911],1
DATA/audio_X1623314652152105952,[ 0.61116675 -0.43270224],1
DATA/audio_X1623314652343848864,[ 0.63624155 -0.35264495],1
DATA/audio_X1623314652535814944,[ 0.64160974 -0.31638569],1
DATA/audio_X1623314652726905344,[ 0.62190598 -0.3105858 ],1
DATA/audio_X1623314652917677856,[ 0.60726918 -0.2682934 ],1
DATA/audio_X1623314653110366656,[ 0.59642991 -0.25006907],1
DATA/audio_X1623314653306500000,[ 0.57831313 -0.24426364],1
DATA/audio_X1623314653494836864,[ 0.53399954 -0.23778112],1
DATA/audio_X1623314653688282912,[ 0.48957846 -0.21425554],1
DATA/audio_X1623314653878099040,[ 0.45599636 -0.22263905],1
DATA/audio_X1623314654070054368,[ 0.42647292 -0.23349104],1
DATA/audio_X1623314654265706048,[ 0.38810054 -0.23411702],1
DATA/audio_X1623314654458423072,[ 0.36316781 -0.25236616],1
DATA/audio_X1623314654646743936,[ 0.32521503 -0.24854871],1
DATA/audio_X1623314654840549888,[ 0.29751603 -0.26638426],1
DATA/audio_X1623314655030543616,[ 0.25268446 -0.24208806],1
DATA/audio_X1623314655223976288,[ 0.23420419 -0.21889084],1
DATA/audio_X1623314655415704160,[ 0.25479148 -0.1336565 ],1
DATA/audio_X1623314655607224288,[ 0.24202242 -0.1339801 ],1
DATA/audio_X1623314655800124608,[ 0.20573528 -0.15891557],1
DATA/audio_X1623314656185309728,[ 0.18556139 -0.15909919],1
DATA/audio_X1623314656378214144,[ 0.14961632 -0.19380595],1
DATA/audio_X1623314656567225408,[ 0.13136816 -0.20879548],1
DATA/audio_X1623314656759441088,[ 0.10665361 -0.23038639],1
DATA/audio_X1623314656952905632,[ 0.06816759 -0.26154572],1
DATA/audio_X1623314657142724448,[ 0.00111067 -0.30790379],1
DATA/audio_X1623314657335105504,[-0.03615993 -0.28320252],1
DATA/audio_X1623314657526106240,[-0.08072246 -0.27563641],1
DATA/audio_X1623314657718526720,[-0.09450741 -0.25583423],1
DATA/audio_X1623314657910138560,[-0.12530247 -0.28835601],1
DATA/audio_X1623314658103207392,[-0.147385   -0.26768537],1
DATA/audio_X1623314658296349824,[-0.1799423 -0.2591895],1
DATA/audio_X1623314658488415072,[-0.19427579 -0.26399578],1
DATA/audio_X1623314658678836064,[-0.20231408 -0.26439569],1
DATA/audio_X1623314658870676992,[-0.21039219 -0.26478585],1
DATA/audio_X1623314659062868224,[-0.23816862 -0.25836275],1
DATA/audio_X1623314659447128128,[-0.30013368 -0.24968189],1
DATA/audio_X1623314659637677376,[-0.28885585 -0.25285273],1
DATA/audio_X1623314659830719616,[-0.32374295 -0.24554851],1
DATA/audio_X1623314660022529856,[-0.3499448 -0.2485963],1
DATA/audio_X1623314660215325824,[-0.36929219 -0.24416322],1
DATA/audio_X1623314660407341472,[-0.39233434 -0.23372095],1
DATA/audio_X1623314660600379648,[-0.43188817 -0.23036211],1
DATA/audio_X1623314660791852128,[-0.43645238 -0.23857285],1
DATA/audio_X1623314660983872256,[-0.47586698 -0.22815624],1
DATA/audio_X1623314661369600224,[-0.53335518 -0.20746188],1
DATA/audio_X1623314661559339296,[-0.544145   -0.23061089],1
DATA/audio_X1623314661754069216,[-0.49817557 -0.2832249 ],1
DATA/audio_X1623314661943494432,[-0.50614128 -0.3174202 ],1
DATA/audio_X1623314662135344928,[-0.48969662 -0.35211978],1
DATA/audio_X1623314662327240960,[-0.47272151 -0.41252664],1
DATA/audio_X1623314662519773952,[-0.44618637 -0.4813289 ],1
DATA/audio_X1623314662711164064,[-0.41831426 -0.55930658],1
DATA/audio_X1623314662902750944,[-0.36445416 -0.62404216],1
DATA/audio_X1623314663095199840,[-0.29780704 -0.68806284],1
DATA/audio_X1623314663288307936,[-0.27078935 -0.66468931],1
DATA/audio_X1623314663481212448,[-0.21442617 -0.68485374],1
DATA/audio_X1623314663669822688,[-0.16248748 -0.70824521],1
DATA/audio_X1623314663864646816,[-0.13575334 -0.72344333],1
DATA/audio_X1623314664248956672,[-0.10255302 -0.76199203],1
DATA/audio_X1623314664438376288,[-0.114399   -0.76654345],1
DATA/audio_X1623314664631512032,[-0.07630083 -0.78345007],1
DATA/audio_X1623314664822547584,[-0.12273347 -0.80835534],1
DATA/audio_X1623314665015647424,[-0.13310686 -0.8214282 ],1
DATA/audio_X1623314665208478272,[-0.2444408  -0.80351281],1
DATA/audio_X1623314665398129888,[-0.24534476 -0.78507769],1
DATA/audio_X1623314665590201568,[-0.24220471 -0.8074705 ],1
DATA/audio_X1623314665783970784,[-0.23419765 -0.82074125],1
DATA/audio_X1623314665976538304,[-0.25091755 -0.79404433],1
